collected_at_utc,keyword,source_country,source_marketplace_id,item_id,legacy_item_id,title,price_value,price_currency,condition,condition_id,buying_options,item_web_url,image_url,seller_username,seller_feedback_score,seller_feedback_percentage,shipping_cost_value,shipping_cost_currency,item_location_country,item_location_city,category_ids,category_names,listing_marketplace_id,item_creation_date
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|336664229571|0,336664229571,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-160),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/336664229571?_skw=vintage+watch+spare+parts&hash=item4e62c076c3:g:0ZoAAOSwUZhne4nR,https://i.ebayimg.com/images/g/0ZoAAOSwUZhne4nR/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:16.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|227409913998|0,227409913998,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-90),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/227409913998?_skw=vintage+watch+spare+parts&hash=item34f2afe88e:g:jKwAAOSwcPVne0Tl,https://i.ebayimg.com/images/g/jKwAAOSwcPVne0Tl/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:15.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|327239759615|0,327239759615,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-236),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/327239759615?_skw=vintage+watch+spare+parts&hash=item4c310276ff:g:8kMAAOSw8elne8I9,https://i.ebayimg.com/images/g/8kMAAOSw8elne8I9/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:15.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|336664229540|0,336664229540,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-200),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/336664229540?_skw=vintage+watch+spare+parts&hash=item4e62c076a4:g:LXkAAOSwCu5ne5oA,https://i.ebayimg.com/images/g/LXkAAOSwCu5ne5oA/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:15.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|227409913976|0,227409913976,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-27),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/227409913976?_skw=vintage+watch+spare+parts&hash=item34f2afe878:g:~ncAAOSw6INneArN,https://i.ebayimg.com/images/g/~ncAAOSw6INneArN/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:14.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|227409913979|0,227409913979,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-169),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/227409913979?_skw=vintage+watch+spare+parts&hash=item34f2afe87b:g:d4oAAOSwe75ne46o,https://i.ebayimg.com/images/g/d4oAAOSwe75ne46o/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:14.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|327239759550|0,327239759550,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-14),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/327239759550?_skw=vintage+watch+spare+parts&hash=item4c310276be:g:SZMAAOSwAAtnd~22,https://i.ebayimg.com/images/g/SZMAAOSwAAtnd~22/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:14.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|327239759559|0,327239759559,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-121),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/327239759559?_skw=vintage+watch+spare+parts&hash=item4c310276c7:g:j1IAAOSwfPZne37w,https://i.ebayimg.com/images/g/j1IAAOSwfPZne37w/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:14.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|227409913910|0,227409913910,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-262),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/227409913910?_skw=vintage+watch+spare+parts&hash=item34f2afe836:g:ZeYAAOSw~qZne8nP,https://i.ebayimg.com/images/g/ZeYAAOSw~qZne8nP/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:13.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|336664229438|0,336664229438,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-195),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/336664229438?_skw=vintage+watch+spare+parts&hash=item4e62c0763e:g:XgYAAOSwSw9ne5lj,https://i.ebayimg.com/images/g/XgYAAOSwSw9ne5lj/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:13.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|336664229448|0,336664229448,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-81),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/336664229448?_skw=vintage+watch+spare+parts&hash=item4e62c07648:g:lcIAAOSwD9JneXOQ,https://i.ebayimg.com/images/g/lcIAAOSwD9JneXOQ/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:13.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|227409913861|0,227409913861,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-178),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/227409913861?_skw=vintage+watch+spare+parts&hash=item34f2afe805:g:auQAAOSw-cdne5Ek,https://i.ebayimg.com/images/g/auQAAOSw-cdne5Ek/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:12.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|336664229389|0,336664229389,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-185),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/336664229389?_skw=vintage+watch+spare+parts&hash=item4e62c0760d:g:R78AAOSwANZne5CB,https://i.ebayimg.com/images/g/R78AAOSwANZne5CB/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:12.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|336664229401|0,336664229401,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-235),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/336664229401?_skw=vintage+watch+spare+parts&hash=item4e62c07619:g:dbQAAOSw7FFne8IU,https://i.ebayimg.com/images/g/dbQAAOSw7FFne8IU/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:12.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|336664229410|0,336664229410,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-77),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/336664229410?_skw=vintage+watch+spare+parts&hash=item4e62c07622:g:HukAAOSw9wpneXPL,https://i.ebayimg.com/images/g/HukAAOSw9wpneXPL/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:12.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|227409913753|0,227409913753,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-194),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/227409913753?_skw=vintage+watch+spare+parts&hash=item34f2afe799:g:hsoAAOSw-iRne5mF,https://i.ebayimg.com/images/g/hsoAAOSw-iRne5mF/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:11.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|336664229368|0,336664229368,Vintage Small Mechanical Watch Movement For Spare Parts (Ref-269),24.40,USD,Pre-owned,3000,FIXED_PRICE,https://www.ebay.com/itm/336664229368?_skw=vintage+watch+spare+parts&hash=item4e62c075f8:g:E2QAAOSwQfhne8kH,https://i.ebayimg.com/images/g/E2QAAOSwQfhne8kH/s-l225.jpg,fournitures-horlogerie,37192,99.9,22.75,USD,FR,Ploërmel,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-30T12:48:11.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|287428848458|0,287428848458,Collection OMEGA watch parts In Original Vintage Omega Case watchmakers spares,437.65,USD,Used,3000,FIXED_PRICE,https://www.ebay.com/itm/287428848458?_skw=vintage+watch+spare+parts&hash=item42ec182b4a:g:EeAAAOSwmudlJ~WY,https://i.ebayimg.com/images/g/EeAAAOSwmudlJ~WY/s-l225.jpg,ukchrono,695,100.0,59.68,USD,FI,,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewellery & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_GB,2026-06-30T12:15:15.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|188579680680|0,188579680680,Accurist Watch ETA 2390 Movement Manual Wind Vintage Swiss Parts Spares Repair,25.18,USD,Used,3000,FIXED_PRICE,https://www.ebay.com/itm/188579680680?_skw=vintage+watch+spare+parts&hash=item2be83991a8:g:Wx0AAeSwZ7hpoKHu,https://i.ebayimg.com/images/g/Wx0AAeSwZ7hpoKHu/s-l225.jpg,grand-de-bazaar,5517,100.0,,,GB,BELFAST,57720 > 281 > 173696 > 260324 > 260327,"Movements > Jewellery & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_GB,2026-06-30T08:27:53.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|398120681495|0,398120681495,Unbranded Preowned Sub Second Pre 1932 Watch For Spares Parts,,,For parts or not working,7000,AUCTION,https://www.ebay.com/itm/398120681495?_skw=vintage+watch+spare+parts&hash=item5cb1d78017:g:ZbEAAeSwVbhqQrx2,https://i.ebayimg.com/images/g/ZbEAAeSwVbhqQrx2/s-l225.jpg,novaraglobal,10,100.0,35.00,USD,IN,Sultanpuri C Block SO,57720 > 281 > 173696 > 260324 > 260327,"Movements > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-29T18:44:29.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|366508553150|0,366508553150,"2pcs, Antique SWISS Mechanical Movements for Pocket Watch 1900s parts/spares",19.00,USD,Pre-owned - Good,3000,FIXED_PRICE,https://www.ebay.com/itm/366508553150?_skw=vintage+watch+spare+parts&hash=item55559cb3be:g:z3MAAeSwqZ9qQPMF,https://i.ebayimg.com/images/g/z3MAAeSwqZ9qQPMF/s-l225.jpg,inkasee,250,100.0,12.00,USD,UA,,31387 > 281 > 260324 > 260325,"Wristwatches > Jewelry & Watches > Watches, Parts & Accessories > Watches",EBAY_US,2026-06-28T10:14:30.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|366508540710|0,366508540710,"Antique SWISS Mechanical Movement for Men's Wristwatch 1900s parts/spares, Watch",22.00,USD,Pre-owned - Good,3000,FIXED_PRICE,https://www.ebay.com/itm/366508540710?_skw=vintage+watch+spare+parts&hash=item55559c8326:g:vLwAAeSwpRhqQPDR,https://i.ebayimg.com/images/g/vLwAAeSwpRhqQPDR/s-l225.jpg,inkasee,250,100.0,12.00,USD,UA,,31387 > 281 > 260324 > 260325,"Wristwatches > Jewelry & Watches > Watches, Parts & Accessories > Watches",EBAY_US,2026-06-28T10:04:37.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|137458058653|0,137458058653,SEIKO Genuine Watch Parts 241 388 4th Wheel Unopened Vintage Spare,82.45,USD,New with tags,1000,FIXED_PRICE|BEST_OFFER,https://www.ebay.com/itm/137458058653?_skw=vintage+watch+spare+parts&hash=item200123859d:g:GYUAAeSwBP1qP7OP,https://i.ebayimg.com/images/g/GYUAAeSwBP1qP7OP/s-l225.jpg,tokyo_santa,666,99.2,26.67,USD,JP,,10324 > 281 > 173696 > 260324 > 260327,"Other Watch Parts > Jewelry & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_US,2026-06-27T11:22:43.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|198456357019|0,198456357019,VINTAGE CYMA WATCH  FOR REPAIR/SPARE PARTS Inscribed,99.95,USD,For parts or not working,7000,FIXED_PRICE|BEST_OFFER,https://www.ebay.com/itm/198456357019?_skw=vintage+watch+spare+parts&hash=item2e34ebb09b:g:47MAAeSwMtBqPvKg,https://i.ebayimg.com/images/g/47MAAeSwMtBqPvKg/s-l225.jpg,kenrick4444,21426,99.9,5.95,USD,US,Livingston,31387 > 281 > 260324 > 260325,"Wristwatches > Jewelry & Watches > Watches, Parts & Accessories > Watches",EBAY_US,2026-06-26T21:44:54.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|336657810083|0,336657810083,Vintage Zenith Gold Plated Date Automatic Cal 2572PC Spares Parts Repairs - 34mm,397.86,USD,Pre-owned - Fair,3010,FIXED_PRICE,https://www.ebay.com/itm/336657810083?_skw=vintage+watch+spare+parts&hash=item4e625e82a3:g:WAwAAeSwSX9qPm7R,https://i.ebayimg.com/images/g/WAwAAeSwSX9qPm7R/s-l225.jpg,pripatco,3185,100.0,,,GB,TUNBRIDGE WELLS,31387 > 281 > 260324 > 260325,"Wristwatches > Jewellery & Watches > Watches, Parts & Accessories > Watches",EBAY_GB,2026-06-26T12:27:13.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|168490244922|0,168490244922,Vintage AVIA 15 Jewels Swiss Watch Movement Dial Crown Parts Repair Spares,,,Used,3000,AUCTION,https://www.ebay.com/itm/168490244922?_skw=vintage+watch+spare+parts&hash=item273acd1b3a:g:ElwAAeSwsJZqPLhn,https://i.ebayimg.com/images/g/ElwAAeSwsJZqPLhn/s-l225.jpg,stonesjewellery,1731,100.0,,,GB,BASINGSTOKE,57720 > 281 > 173696 > 260324 > 260327,"Movements > Jewellery & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_GB,2026-06-25T18:00:01.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|127940243455|0,127940243455,Vintage Watch Lot For Parts Or Repair Timex Seiko Bulova Spares Restoration,,,For parts or not working,7000,AUCTION,https://www.ebay.com/itm/127940243455?_skw=vintage+watch+spare+parts&hash=item1dc9d52fff:g:lIUAAeSwQERqPC81,https://i.ebayimg.com/images/g/lIUAAeSwQERqPC81/s-l225.jpg,loftyideas7,7866,99.9,,,US,Levittown,31387 > 281 > 260324 > 260325,"Wristwatches > Jewelry & Watches > Watches, Parts & Accessories > Watches",EBAY_US,2026-06-25T01:30:01.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|168486952676|0,168486952676,Vintage ORYX Swiss 10 Jewel Watch Movement Dial & Hands Parts Repair Spares,,,Used,3000,AUCTION,https://www.ebay.com/itm/168486952676?_skw=vintage+watch+spare+parts&hash=item273a9adee4:g:iDkAAeSwtZFqO3Sp,https://i.ebayimg.com/images/g/iDkAAeSwtZFqO3Sp/s-l225.jpg,stonesjewellery,1731,100.0,,,GB,BASINGSTOKE,57720 > 281 > 173696 > 260324 > 260327,"Movements > Jewellery & Watches > Parts, Tools & Guides > Watches, Parts & Accessories > Parts",EBAY_GB,2026-06-24T18:02:01.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|188555220520|0,188555220520,3 Vintage Watches  Spares Repair Parts,,,Pre-owned - Excellent,2990,AUCTION,https://www.ebay.com/itm/188555220520?_skw=vintage+watch+spare+parts&hash=item2be6c45628:g:BZoAAeSwqZ9qO-xo,https://i.ebayimg.com/images/g/BZoAAeSwqZ9qO-xo/s-l225.jpg,old-excellent-odd,1081,100.0,,,GB,SOUTHAMPTON,31387 > 281 > 260324 > 260325,"Wristwatches > Jewellery & Watches > Watches, Parts & Accessories > Watches",EBAY_GB,2026-06-24T14:50:49.000Z
2026-07-01T06:49:33+00:00,vintage watch spare parts,US,EBAY_US,v1|278121239644|0,278121239644,Rare Vintage (Nov-1975) Citizen Crystron 8640A Quartz Japan Watch *Spare Parts*,45.69,USD,Usato - Accettabile,3010,FIXED_PRICE,https://www.ebay.com/itm/278121239644?_skw=vintage+watch+spare+parts&hash=item40c151545c:g:~BgAAeSwyxBqO9FW,https://i.ebayimg.com/images/g/~BgAAeSwyxBqO9FW/s-l225.jpg,casio80s,1333,100.0,14.85,USD,TH,,31387 > 281 > 260324 > 260325,"Orologi da polso > Orologi e gioielli > Orologi, accessori e ricambi > Orologi",EBAY_IT,2026-06-24T12:45:33.000Z
