title,avg_price_eur,format,avg_shipping_eur,free_shipping_pct,total_sold,total_sales_eur,last_sold,bids,removed,source_file
ROLEX Ersatzteil Winkelhebel setting lever cal 2030 2035 part 4448 original,75.24,Festpreis,6.67,0,2,150.46,10. Sep 2024,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Ersatzteil Minutenrohr cal 1215  1225 part 7591 Cannon pinion original,60.5,Festpreis,13.66,0,2,120.98,20. Apr 2026,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Daytona Ersatzteil Sekundenrad second wheel cal 4130 part 360 old version,68.25,Festpreis,6.67,0,2,136.49,18. Apr 2025,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Daytona Ersatzteil Chrono Zentrumsrad cal 4130 820 chronograph wheel,105.16,Festpreis,18.47,0,2,210.31,18. Apr 2024,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Ersatzteil Mitnehmerrad cal 1530 1560 1570 part 7917 driving wheel origina,52.4,Festpreis,12.3,0,2,104.79,30. Okt 2023,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Ersatzteil Trieb Zentrumsekunde cal 1530 1570 1575 7838 second pinion,45.81,Festpreis,6.55,0,2,91.6,6. Aug 2024,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Ersatzteil Wechselrad Minute wheel 24h cal 3175 3185 part 260 original,86.84,Festpreis,23.85,0,2,173.68,29. Sep 2023,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Ersatzteil Minutentrieb Minutenrohr cal 3035 5011 Minute pinion & cannon,57.02,Festpreis,18.82,0,2,114.05,4. Okt 2024,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Ersatzteil Minutenrohr Cannon pinion cal 1535 1570 1575 part 7951 2.75 mm,57.81,Festpreis,19.34,0,2,115.61,5. Jan 2026,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Ersatzteil Minutentrieb cal 2030 part 4423 Minute pinion original,91.79,Festpreis,30.64,0,2,183.57,17. Mrz 2024,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Ersatzteil Minutentrieb cal 2235 part 335 Minute pinion original,53.48,Festpreis,6.97,0,3,160.46,25. Mrz 2026,-,FALSE,terapeak_rolex_ersatzteil_p1.html
Original Rolex Ersatzteil Cal. 3055 Kalenderrad 5127,54.78,Festpreis,5.5,50,2,109.57,12. Mrz 2024,-,FALSE,terapeak_rolex_ersatzteil_p1.html
Original Rolex Ersatzteil Lagerstein Stein für Schwungmasse Cal. 2130 - 9570,23.58,Festpreis,5.69,0,2,47.15,10. Okt 2025,-,FALSE,terapeak_rolex_ersatzteil_p1.html
Original Rolex Ersatzteil Klinke Cal. 2135 -2130 Ref. 425,31.41,Festpreis,6,50,2,62.81,17. Nov 2025,-,FALSE,terapeak_rolex_ersatzteil_p1.html
Original Rolex Ersatzteil Klötzchen für Stoppfeder Cal. 2130 -246,32.7,Festpreis,6.09,0,3,98.11,22. Jan 2024,-,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX 3135-540 REVERSE WHEEL WECHSELRAD PART TEIL ERSATZTEIL SPARE REPAIR OYSTER,23.23,Festpreis,6.43,0,3,69.7,10. Jan 2024,-,FALSE,terapeak_rolex_ersatzteil_p1.html
Kronen Ersatzteile Konvolut Rolex Omega Union Mühle Gold Sinn,30.89,Auktion,6.27,0,1,30.89,23. Jan 2026,4,FALSE,terapeak_rolex_ersatzteil_p1.html
4 Rolex Ersatzteil Box / Alu Box,20.07,Auktion,7.01,0,1,20.07,29. Mai 2026,1,FALSE,terapeak_rolex_ersatzteil_p1.html
Original ROLEX Unruhe vintage Balance 3035 3030 5019 Ersatzteil,358.8,Festpreis,15.96,0,1,358.8,12. Mrz 2024,-,FALSE,terapeak_rolex_ersatzteil_p1.html
Original ROLEX Unruhe vintage Balance 3135 3130 5019 Ersatzteil,345.8,Festpreis,5.37,0,1,345.8,29. Sep 2023,-,FALSE,terapeak_rolex_ersatzteil_p1.html
Original ROLEX Unruhe vintage Balance 3235 3230 432 Parachrome blue Ersatzteil,384.57,Festpreis,15.85,0,1,384.57,19. Nov 2023,-,FALSE,terapeak_rolex_ersatzteil_p1.html
Original ROLEX Unruhe vintage Balance 3135 3130 5019 Ersatzteil,374.9,Festpreis,5.98,0,1,374.9,16. Sep 2025,-,FALSE,terapeak_rolex_ersatzteil_p1.html
Rolex Cal. 1600 Handaufzug Werk mit 19 Rubies Mit Rolex Krone Ersatzteil,250.23,Auktion,14.74,0,1,250.23,5. Feb 2026,39,FALSE,terapeak_rolex_ersatzteil_p1.html
ROLEX Ersatzteil Unruh Scheibe Plateau cal 1210 part 7545 balance wheel roller,60.5,Festpreis,17.14,0,1,60.5,27. Sep 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
3 Rolex Armband-Glieder Edelstahl Ersatzteil für Rolex Jubilee GMT Master II,101.24,Auktion,6.26,0,1,101.24,22. Apr 2026,1,FALSE,terapeak_rolex_ersatzteil_p2.html
"Rolex Damenuhr Krone aus Gold + Glas + Dichtung , Ersatzteile",17.06,Auktion,6.59,0,1,17.06,3. Dez 2023,5,FALSE,terapeak_rolex_ersatzteil_p2.html
"5x Rolex Krone - Gebraucht / defekt an Bastler - Ersatzteile, Super Oyster",140.72,Auktion,13.28,0,1,140.72,19. Jan 2025,8,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Anker Pallet Fork cal 3030 3035 part 5016 Ancora NOS original,159.75,Festpreis,18.9,0,1,159.75,13. Aug 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil cal 3135 part 268 Deckplatte Cover Mechanism original,33.75,Festpreis,6.75,0,2,67.49,21. Jul 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Rolex 2135 Parts Spareparts Ersatzteile,36.29,Festpreis,9.52,0,1,36.29,10. Okt 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Rolex Submariner Bubble Back Datejust Daytona Krone Ersatzteil Sammlerstück,125.01,Auktion,16.92,0,1,125.01,2. Jul 2023,10,FALSE,terapeak_rolex_ersatzteil_p2.html
Rolex Uhrwerk 3035 Diverse Teile Ersatzteile,408.41,Auktion,6.19,0,1,408.41,12. Okt 2025,14,FALSE,terapeak_rolex_ersatzteil_p2.html
Konvolut von original Rolex Ersatzteilen für Uhrenwerke. Vintage. Selten.,62.77,Auktion,3.38,0,1,62.77,2. Aug 2025,7,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Großbodenrad Great Wheel cal 2130 2135 part 330 NOS original,62.92,Festpreis,6.78,0,1,62.92,19. Jul 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Stundenrad cal 3135 movement part 280 Hour wheel original,41.91,Festpreis,6.52,0,1,41.91,23. Feb 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Datum Zwischenrad cal 3185 part 670 Intermadiate Date Wheel,109.11,Festpreis,18.19,0,1,109.11,10. Dez 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Daytona Ersatzteil Minutenrad centre wheel cal 4130 movement part 335 2,99.42,Festpreis,18.25,0,1,99.42,2. Okt 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil cal 1530 1570 1575 part 7885 Wippe für Kupplung Yoke Bascula,35.81,Festpreis,18.37,0,1,35.81,23. Sep 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Minutenrohr cal 3155 3185 part 270 Cannon pinion original,52.96,Festpreis,6.18,0,1,52.96,14. Jan 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Bügel cal 2030 2035  movement part 123 bridle bride original,29.21,Festpreis,7.06,0,2,58.43,22. Jul 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Mitnehmerrad für Sperrad cal 2130 2135 part 510 Driving Wheel,47,Festpreis,42.3,0,1,47,4. Jul 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Daytona Zenith Ersatzteil Minutenrohr Cannon pinion cal 4030 part 270,71.89,Festpreis,43.14,0,1,71.89,22. Aug 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Stundenrad cal 2030 2035 movement part 4513 Hour wheel original,44.26,Festpreis,6.32,0,1,44.26,18. Feb 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Daytona cal 4130 Ersatzteile Umkehrrad Mitnehmerrad Parts 510 540 520,260.17,Festpreis,6.5,0,1,260.17,5. Sep 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Wechselrad Minute wheel cal 2235 movement part 260 original,64.84,Festpreis,6.98,0,1,64.84,25. Mrz 2026,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteile für cal 3186 GMT parts 260 655 657 Minute Wheel original,232.78,Festpreis,18.63,0,1,232.78,5. Jul 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Rolex Krone Stahl Org. 4 Stück24-603-0 Ersatzteil,76.13,Festpreis,5.22,0,1,76.13,31. Dez 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Nocken Anlösehebel Yoke for cam cal 2130 2135 part 630 original,59.1,Festpreis,18.19,0,1,59.1,10. Dez 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Winkelhebel Uhrwerk cal 1600 movement part 1849 setting lever,49.62,Festpreis,19.85,0,1,49.62,25. Nov 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Stundenrad Uhrwerk cal 2030 2035 part 4458 Hour wheel original,45.16,Festpreis,6.32,0,1,45.16,18. Feb 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Minutentrieb cal 3135 3155 3185 part 335 Minute pinion original,50.21,Festpreis,18.26,0,1,50.21,20. Nov 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Stundenrad cal 1210 movement part 7572 hour wheel original,55.83,Festpreis,18.61,0,1,55.83,29. Mrz 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Unruhwelle cal 1210 1215 part 7544 balance wheel axle staff,33.1,Festpreis,6.6,0,2,66.2,9. Aug 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Aufzugtrieb cal 3035 5026 winding pinion original,60.81,Festpreis,3.27,0,1,60.81,28. Mai 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Sekundenrad second wheel cal 3135 part 360 original,60.63,Festpreis,18.66,0,1,60.63,25. Okt 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteile Set für Uhrwerk cal 3135 movement parts 217 210 original,106.16,Festpreis,6.46,0,1,106.16,10. Nov 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Milgauss 116400 cal 3131 Brücke 130 Ersatzteile Bridge Parts Lot original,163.3,Festpreis,18.14,0,1,163.3,9. Okt 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Klinke für cal 3035 3055 3075 movement part 5034 click original,51.88,Festpreis,42.45,0,1,51.88,10. Apr 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Minutenrohr cal 3135 part 270 Cannon pinion original,42.04,Festpreis,6.26,0,1,42.04,13. Feb 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
ROLEX Ersatzteil Kronrad cal 1120 1130 1160 movement part 6639 crown wheel,75.74,Festpreis,6.71,0,1,75.74,20. Sep 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Rolex Ersatzteile Bastler Ziffernblatt Sekundenrad,10.72,Auktion,4.61,0,1,10.72,24. Mrz 2024,3,FALSE,terapeak_rolex_ersatzteil_p2.html
"rolex Ersatzteile Kronen, Räder, Konvolut",40.7,Auktion,5.6,0,1,40.7,27. Jan 2025,1,FALSE,terapeak_rolex_ersatzteil_p2.html
Original Rolex Ersatzteil Stundenrad für Cal. 3085 B-5223 neu,49.47,Festpreis,6.06,0,1,49.47,30. Jun 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Original Rolex Ersatzteil Neu Cal. 4030 Gleitritzel B-240 Daytona,83.08,Festpreis,15.87,0,1,83.08,3. Dez 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Original Rolex Ersatzteil Minutenrohr für Cal. 2035 B-4511-G1 neu,64.73,Festpreis,0,100,1,64.73,17. Mrz 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Rolex original swiss made 241 24-530-8 S-02 Krone gold Ersatzteil selten,26.66,Auktion,4.14,0,1,26.66,13. Nov 2023,2,FALSE,terapeak_rolex_ersatzteil_p2.html
Konvolut Uhrmacher Ersatzteile aus Werkstatt Auflösung Longines Rolex Omega Ham.,13.09,Auktion,4.2,0,1,13.09,28. Feb 2024,2,FALSE,terapeak_rolex_ersatzteil_p2.html
"Original Rolex Ersatzteil Tubus Tube für  242,  24-7000 neu",72.6,Festpreis,6.44,0,1,72.6,19. Sep 2023,-,FALSE,terapeak_rolex_ersatzteil_p2.html
"Original Rolex Ersatzteil Cal. 3000, 3035, 3055 Zwischen Kronrad B 5031",53.64,Festpreis,0,100,1,53.64,29. Nov 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Original Rolex Ersatzteil Cal. 3055 Stundenradsitz 5123-2,20.12,Festpreis,6.07,0,1,20.12,15. Sep 2025,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Original Rolex Ersatzteil Cal. 3035 Plateau B-5021,43.41,Festpreis,0,100,1,43.41,6. Jul 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Original Rolex Ersatzteil Cal. 4030 Kleinbodenrad B-340-G1 Daytona,94.34,Festpreis,0,100,1,94.34,15. Nov 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Original Rolex Ersatzteil Neu Drücker Schraube Pusher Daytona 24-P404-0,84.18,Festpreis,0,100,1,84.18,7. Jan 2024,-,FALSE,terapeak_rolex_ersatzteil_p2.html
Original Rolex Ersatzteil Minutenrohr für Cal. 2035 B-4512-Y1 neu,69.86,Festpreis,6.07,0,1,69.86,22. Apr 2026,-,FALSE,terapeak_rolex_ersatzteil_p3.html
Original Rolex Ersatzteil Minutenrohr für Cal. 2030 - 4423,54.15,Festpreis,5.42,0,1,54.15,4. Okt 2023,-,FALSE,terapeak_rolex_ersatzteil_p3.html
Original Rolex Ersatzteil Kanonenritzel  für Cal. 2135 -270,55.77,Festpreis,0,100,1,55.77,9. Jan 2024,-,FALSE,terapeak_rolex_ersatzteil_p3.html
Original Rolex Ersatzteil Raste für Winkelhebel Cal. 2135 -230,31.81,Festpreis,5.47,0,1,31.81,30. Okt 2023,-,FALSE,terapeak_rolex_ersatzteil_p3.html
✅ Rolex | Platine | Kaliber 3055 | Day-Date | Uhrwerk | Rubine | Ersatzteil ✅,139.44,Festpreis,0,100,1,139.44,29. Jan 2024,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX & ETERNA Blechdosen für Armbanduhren Ersatzteile vintage Zubehör,10.08,Auktion,6.04,0,1,10.08,28. Sep 2025,3,FALSE,terapeak_rolex_ersatzteil_p3.html
Rolex Krone Edelstahl Original Ersatzteil Z.B. Datejust 36,27.13,Festpreis,4.96,0,1,27.13,27. Jan 2025,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX 2130-360 SEKUNDENRAD OYSTER PERPETUAL PART ERSATZTEIL RESTORE SPARE REPAIR,21.56,Festpreis,27.18,0,1,21.56,5. Jun 2024,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX 2130-421 ANKER OYSTER PERPETUAL PART ERSATZTEIL RESTORE SPARE REPAIR,33.09,Festpreis,6.57,0,1,33.09,21. Dez 2023,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX 2130-246 KLÖTZCHEN OYSTER PERPETUAL PART ERSATZTEIL RESTORE SPARE REPAIR,22.7,Festpreis,6.31,0,1,22.7,16. Nov 2024,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX 2130-205 KUPPLUNGSTRIEB OYSTER PERPETUAL PART ERSATZTEIL RESTORE REPAIR,15.09,Festpreis,27.35,0,1,15.09,8. Jul 2023,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX 3185-540 REVERSE WHEEL WECHSELRAD PART TEIL ERSATZTEIL SPARE REPAIR OYSTER,23.88,Festpreis,6.64,0,1,23.88,16. Sep 2024,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX 2230 4474 ROTOR WEIGHT ACHSLE LADY TEIL ERSATZTEIL SPARE OYSTER 2235,117.17,Festpreis,26.97,0,1,117.17,2. Aug 2024,-,FALSE,terapeak_rolex_ersatzteil_p3.html
3x ROLEX ALUMINIUM STORAGE BOX CONTAINER KISTE ERSATZTEILE TEIL PART SPARE,56.63,Festpreis,6.56,0,1,56.63,5. Jan 2024,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX 3055- 5131 DAYDATE  PART ERSATZTEIL SPARE REPAIR TEIL OYSTER PERPETUAL,27.24,Festpreis,46.96,0,1,27.24,5. Jul 2023,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX 1570-8106 UNRUH OYSTER PERPETUAL PART ERSATZTEIL RESTORE SPARE REPAIR,194.84,Festpreis,6.37,0,1,194.84,16. Apr 2024,-,FALSE,terapeak_rolex_ersatzteil_p3.html
ROLEX 1570-8106 UNRUH OYSTER PERPETUAL PART ERSATZTEIL RESTORE SPARE REPAIR,247.5,Festpreis,6.37,0,1,247.5,15. Apr 2024,-,FALSE,terapeak_rolex_ersatzteil_p3.html
