item_number,title,price_eur,currency,condition,seller_type,sold_date_iso,sold_date_raw,is_sold,shipping_eur,free_shipping,best_offer,location,seller,url,source_page
357653252029,"Original Rolex Krone 7mm Gold für Submariner 16613, 16618 / Daytona 16523",219.0,EUR,Gebraucht,Gewerblich,2026-07-13,13. Jul 2026,1,0.0,1,1,,"sandtuhr 99,8% positiv (54.529)",https://www.ebay.de/itm/357653252029,ebay_sold_p1.html
115917192103,ROLEX 2135 Zug Cod. 220 Kaliber: 2130 (TOP ZUSTAND),49.0,EUR,Gebraucht,Gewerblich,2026-07-13,13. Jul 2026,1,19.0,0,0,"Sofort-Kaufen +EUR 19,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","fornitura_boccacci 99,9% positiv (4.089)",https://www.ebay.de/itm/115917192103,ebay_sold_p1.html
168515237699,Ultra Rare Genuine Rolex Box 76.80.3 Box 70/80er Jahre 1675 5513 16750 1680,220.0,EUR,Gebraucht,Privat,2026-07-13,13. Jul 2026,1,15.0,0,1,"Preisvorschlag akzeptiert +EUR 15,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",caronda 100% positiv (1.037),https://www.ebay.de/itm/168515237699,ebay_sold_p1.html
137427062494,Original Rolex Submariner Black Luminova Dial 16610 16800 168000 Swiss Made,900.0,EUR,Gebraucht,Privat,2026-07-13,13. Jul 2026,1,35.0,0,0,"Sofort-Kaufen +EUR 35,00 Lieferung  Dänemark Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",odder1 100% positiv (671),https://www.ebay.de/itm/137427062494,ebay_sold_p1.html
176996983989,"Lünetten-Inlay blau/rot ""Pepsi"" kompatibel zu Rolex GMT-Master II 16710",39.95,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,0.0,1,0,,watchparts24 100% positiv (71.339),https://www.ebay.de/itm/176996983989,ebay_sold_p1.html
206171834079,ROLEX JUBILEE STAHL ARMBAND ERSATZGLIED 16MM FÜR HERREN BAND,78.0,EUR,Gebraucht,Gewerblich,2026-07-13,13. Jul 2026,1,0.0,1,1,,"luxus-freund24 99,5% positiv (41.881)",https://www.ebay.de/itm/206171834079,ebay_sold_p1.html
185349350095,ROLEX 2130 2135 300 RATSCHE KOMPATIBEL Rolex CLICK SWISS GENERIC,28.0,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,13.0,0,0,"Sofort-Kaufen +EUR 13,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","watchparts-italy 99,5% positiv (3.454)",https://www.ebay.de/itm/185349350095,ebay_sold_p1.html
406375026165,"ROLEX 3135 Sekundenrad Cod. 3135-360 H: 590 Kaliber: 3135, 3136 (TOP S...",44.0,EUR,Gebraucht,Gewerblich,2026-07-13,13. Jul 2026,1,19.0,0,0,"Sofort-Kaufen +EUR 19,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","fornitura_boccacci 99,9% positiv (4.089)",https://www.ebay.de/itm/406375026165,ebay_sold_p1.html
116847770467,GENERIC kompatible Schwingmasseachse für ROLEX Cal. 2130-2135 (NEU),25.0,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,19.0,0,0,"Sofort-Kaufen +EUR 19,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","fornitura_boccacci 99,9% positiv (4.089)",https://www.ebay.de/itm/116847770467,ebay_sold_p1.html
116852751160,GENERIC kompatibel ROLEX 3135 Ref. 568 Achse der oszillierenden Masse Calib: 31...,20.0,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,19.0,0,0,"Sofort-Kaufen +EUR 19,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","fornitura_boccacci 99,9% positiv (4.089)",https://www.ebay.de/itm/116852751160,ebay_sold_p1.html
318203166765,Rolex Ersatz Set 3 Original Zeiger Datejust 31mm 6827 (& andere) N O S 049,85.0,EUR,Neu (Sonstige),Privat,2026-07-13,13. Jul 2026,1,15.0,0,0,"Sofort-Kaufen +EUR 15,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",filzu54 100% positiv (77),https://www.ebay.de/itm/318203166765,ebay_sold_p1.html
127860505043,Gehäuseöffner Für Rolex Uhren Uhrmacherwerkzeug Sets Für Gerillte Gehäuseböden,13.99,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,0.0,1,0,,eBay Top-Service,https://www.ebay.de/itm/127860505043,ebay_sold_p1.html
153881807401,"Minutenrohr für ROLEX Cal. 1600, cannon pinion, part 1858",75.0,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,4.9,0,1,,pacardt 100% positiv (4.883),https://www.ebay.de/itm/153881807401,ebay_sold_p1.html
191094160633,2x SPALTPINS Stege Uhrenarmbänder Armbänder Gliederband Wechsel Reparatur Teil Pin,3.96,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,8.15,0,0,"Sofort-Kaufen +EUR 8,15 Lieferung  Großbritannien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","redroosteruk 99,6% positiv (229.716)",https://www.ebay.de/itm/191094160633,ebay_sold_p1.html
277741273826,NEW Rolex 3255-2119 Day Indicator Disc Datum DAY-DATE Weiß Russisch Neu,628.0,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,25.0,0,1,"oder Preisvorschlag +EUR 25,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",millerighetime_by_arriwatch 100% positiv (913),https://www.ebay.de/itm/277741273826,ebay_sold_p1.html
164288227370,Plexiglas für 25-117 Rolex Crystal Glass Uhrenglas Verre 1500 1501 1625 5700,8.9,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,13.5,0,0,"Sofort-Kaufen +EUR 13,50 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","sabaec 99,9% positiv (22.965)",https://www.ebay.de/itm/164288227370,ebay_sold_p1.html
405182368723,#1346 ROLEX 6628 ZIFFERBLATT DIAL 31mm MEDIUM DATE BROWN TROPICAL GILT CHOCOLATE,499.99,EUR,Gebraucht,Gewerblich,2026-07-13,13. Jul 2026,1,479.99,0,0,,state_of_time 100% positiv (3.802),https://www.ebay.de/itm/405182368723,ebay_sold_p1.html
137490618722,Patrizzi Pocket Rolex Cosmograph Daytona 16500-116500,50.0,EUR,Gebraucht,Privat,2026-07-13,13. Jul 2026,1,0.0,1,1,Preisvorschlag akzeptiert Gratis Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen,marcomortimer 100% positiv (78),https://www.ebay.de/itm/137490618722,ebay_sold_p1.html
172276010846,Verlängerungsglied neue Version kompatibel zum Rolex Oyster Herren Armband 77200,69.95,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,0.0,1,0,,watchparts24 100% positiv (71.339),https://www.ebay.de/itm/172276010846,ebay_sold_p1.html
334518455804,B25-295-c12-c1 Original Saphir Rolex für Submariner 116610,390.0,EUR,Neu,Privat,2026-07-13,13. Jul 2026,1,18.0,0,0,"Sofort-Kaufen +EUR 18,00 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",dinovip 100% positiv (6),https://www.ebay.de/itm/334518455804,ebay_sold_p1.html
403937093387,#184 ROLEX ZIFFERBLATT DIAL DATEJUST CAL: 3035 3135 16013 16223 TRITIUM 36MM,155.42,EUR,Gebraucht,Gewerblich,2025-12-20,20. Dez 2025,1,6.95,0,0,,state_of_time 100% positiv (3.802),https://www.ebay.de/itm/403937093387,ebay_sold_p1.html
146144227181,Einsatz Original Rolex GMT MASTER 2 16710 16700,350.0,EUR,Gebraucht,Privat,2026-07-13,13. Jul 2026,1,10.0,0,1,"oder Preisvorschlag +EUR 10,00 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",jiwarrodd 100% positiv (77),https://www.ebay.de/itm/146144227181,ebay_sold_p1.html
198364648229,BREGUET LE COLLEZIONI 2013 - 2014 +LE QUAI DE L'HORLOGE NR 2 - 3 AUF ITALIENISCH,30.0,EUR,Gebraucht,Privat,2026-07-13,13. Jul 2026,1,25.0,0,1,"oder Preisvorschlag +EUR 25,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",amphicar_it 100% positiv (508),https://www.ebay.de/itm/198364648229,ebay_sold_p1.html
311546537251,"2 - 15 MM SCHRAUBE FÜR ROLEX SUBMARINER, GMT OYSTER UHRENARMBAND LINK EDELSTAHL",15.58,EUR,Neu,Gewerblich,2026-07-13,13. Jul 2026,1,6.25,0,0,"Sofort-Kaufen +EUR 6,25 Lieferung  Vereinigte Staaten von Amerika Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","ewatchparts 99,9% positiv (225.083)",https://www.ebay.de/itm/311546537251,ebay_sold_p1.html
185543248036,ROLEX KALIBER 1225 1215 REF. 7590 MITTELRAD - CENTER WHEEL,129.0,EUR,Gebraucht,Gewerblich,2026-07-12,12. Jul 2026,1,13.0,0,0,"Sofort-Kaufen +EUR 13,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","watchparts-italy 99,5% positiv (3.454)",https://www.ebay.de/itm/185543248036,ebay_sold_p1.html
236908104793,"Rolex 723 Cal. Unruhwelle 13"" 72A NEU OLD STOCK ORIGINAL",58.0,EUR,Neu,Privat,2026-07-12,12. Jul 2026,1,14.0,0,0,"Sofort-Kaufen +EUR 14,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",glide257 100% positiv (1.190),https://www.ebay.de/itm/236908104793,ebay_sold_p1.html
397695866251,NOS ORIGINALTEIL 6677 UHRWERK ROLEX KALIBER 1130 @ EINE SEKUNDE RITZEL REIBUNG,19.99,EUR,Neu,Gewerblich,2026-07-12,12. Jul 2026,1,6.0,0,0,"Sofort-Kaufen +EUR 6,00 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","france_monnaies 99,2% positiv (42.543)",https://www.ebay.de/itm/397695866251,ebay_sold_p1.html
336037606200,ROLEX SUBMARINER MILSUB 5517 5513 5512 BLACK INSERT,90.0,EUR,Neu (Sonstige),Gewerblich,2026-07-12,12. Jul 2026,1,7.0,0,0,,old-crowns-com 100% positiv (289),https://www.ebay.de/itm/336037606200,ebay_sold_p1.html
188378176278,Zifferblatt Zifferblatt Bubble Celebration Datejust All Model 36mm Cal. 3035 3135,249.0,EUR,Neu (Sonstige),Gewerblich,2026-07-12,12. Jul 2026,1,30.0,0,1,"oder Preisvorschlag +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",debswatch 100% positiv (37),https://www.ebay.de/itm/188378176278,ebay_sold_p1.html
157739186948,"Schraubstange - Für Rolex Armband / Strap Jubilee, Oyster, Dayton - 2 Stück",5.44,EUR,Neu (Sonstige),Gewerblich,2026-07-12,12. Jul 2026,1,6.95,0,0,"Sofort-Kaufen +EUR 6,95 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","timed_horlogerie 80,3% positiv (270)",https://www.ebay.de/itm/157739186948,ebay_sold_p1.html
160895244339,UHRZEIGER FÜR ROLEX GMT UHR GEALTERT VINTAGE GEHÄUSE # 16753 16758 16550 SILBER,57.28,EUR,Neu,Gewerblich,2026-07-12,12. Jul 2026,1,10.42,0,0,"Sofort-Kaufen +EUR 10,42 Lieferung  Vereinigte Staaten von Amerika Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","ewatchparts 99,9% positiv (225.083)",https://www.ebay.de/itm/160895244339,ebay_sold_p1.html
800201613503,Zifferblatt Rolex Datejust 16234 Mickey Mouse Miki Mause,130.0,EUR,Neu (Sonstige),Privat,2026-07-12,12. Jul 2026,1,30.0,0,1,"oder Preisvorschlag +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",fa_628642 100% positiv (18),https://www.ebay.de/itm/800201613503,ebay_sold_p1.html
358343682298,Rolex Oyster Perpetual 1002/1003/5500 Dial Black Gloss,890.0,EUR,Gebraucht,Gewerblich,2026-07-12,12. Jul 2026,1,19.0,0,1,,luxewatchesgermany 100% positiv (92),https://www.ebay.de/itm/358343682298,ebay_sold_p1.html
227188688343,Rolex 2130-0915 Wie Neu Dämpfer Unruh Oben 2130 2135 Shock,53.9,EUR,Gebraucht,Gewerblich,2026-07-12,12. Jul 2026,1,29.0,0,1,"oder Preisvorschlag +EUR 29,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",*rarecollections 100% positiv (1.384),https://www.ebay.de/itm/227188688343,ebay_sold_p1.html
163761489547,Plexiglas für 25-135 Rolex Crystal Glass Uhrenglas Verre 16000 16014 16250,8.9,EUR,Neu,Gewerblich,2026-07-12,12. Jul 2026,1,13.5,0,0,"Sofort-Kaufen +EUR 13,50 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","sabaec 99,9% positiv (22.965)",https://www.ebay.de/itm/163761489547,ebay_sold_p1.html
160820712405,OYSTER UHRENGEHÄUSE SCHRAUBBODEN STANZÖFFNER FÜR ROLEX SEADWELLER DEEPSEA 116660 TQ,26.01,EUR,Neu,Gewerblich,2026-07-12,12. Jul 2026,1,10.42,0,0,"Sofort-Kaufen +EUR 10,42 Lieferung  Vereinigte Staaten von Amerika Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","ewatchparts 99,9% positiv (225.083)",https://www.ebay.de/itm/160820712405,ebay_sold_p1.html
134974042835,Genuine Rolex White Date Wheel Disc Calendar Watch Caliber 3135 3175 3185 3186,200.0,EUR,Gebraucht,Privat,2026-07-12,12. Jul 2026,1,22.0,0,0,"Sofort-Kaufen +EUR 22,00 Lieferung  Dänemark Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",odder1 100% positiv (671),https://www.ebay.de/itm/134974042835,ebay_sold_p1.html
404320707761,ONE NEW Original Sealed  Rolex Link with Fitting C 62523 H19 Reference: 32-20563,180.0,EUR,Neu,Gewerblich,2026-07-12,12. Jul 2026,1,20.0,0,0,"Sofort-Kaufen +EUR 20,00 Lieferung  Spanien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","17jewelswatches 97,1% positiv (256)",https://www.ebay.de/itm/404320707761,ebay_sold_p1.html
236575137960,"Ersatz Uhrenkrone Silber – kompatibel mit Rolex – Ø 5,3 / 6 / 7mm",11.99,EUR,Neu (Sonstige),Gewerblich,2026-07-12,12. Jul 2026,1,3.1,0,0,,"pickly24 93,8% positiv (434)",https://www.ebay.de/itm/236575137960,ebay_sold_p1.html
310304839680,"UHR HANDGEALTERT FÜR VINTAGE ROLEX 1030,1560 REF:6569,6634,6427 1210 UHR SILBER",62.49,EUR,Neu,Gewerblich,2026-07-12,12. Jul 2026,1,10.42,0,0,"Sofort-Kaufen +EUR 10,42 Lieferung  Vereinigte Staaten von Amerika Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","ewatchparts 99,9% positiv (225.083)",https://www.ebay.de/itm/310304839680,ebay_sold_p1.html
116329842710,ROLEX 2235 Datumsrad Cod. 2235-625 Calib: 2235 (TOP ZUSTAND),30.0,EUR,Gebraucht,Gewerblich,2026-07-12,12. Jul 2026,1,19.0,0,0,"Sofort-Kaufen +EUR 19,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","fornitura_boccacci 99,9% positiv (4.089)",https://www.ebay.de/itm/116329842710,ebay_sold_p1.html
278156054935,Rolex Datejust 34 Zifferblatt,10.0,EUR,Gebraucht,Privat,2026-07-12,12. Jul 2026,1,1.0,0,0,,123michael456 100% positiv (741),https://www.ebay.de/itm/278156054935,ebay_sold_p1.html
366336846868,Original Rolex 15000 Gehäuse - restauriert - mit Lünette und Plexi 1981 Datum 34mm,250.0,EUR,Gebraucht,Privat,2026-07-12,12. Jul 2026,1,35.0,0,1,"Preisvorschlag akzeptiert +EUR 35,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",passioneorologi22 100% positiv (33),https://www.ebay.de/itm/366336846868,ebay_sold_p1.html
168200505027,ORIGINAL ROLEX EXPLORER REF. 1016 Vintage Booklet English ENG 1962,159.0,EUR,Gebraucht,Gewerblich,2026-07-12,12. Jul 2026,1,0.0,1,1,,shw-goldsilver 100% positiv (557),https://www.ebay.de/itm/168200505027,ebay_sold_p1.html
168230189607,ORIGINAL ROLEX SUBMARINER 6204 Vintage Booklet Deutsch DE,265.0,EUR,Gebraucht,Gewerblich,2026-07-12,12. Jul 2026,1,0.0,1,1,,shw-goldsilver 100% positiv (557),https://www.ebay.de/itm/168230189607,ebay_sold_p1.html
333986386530,Rolex Original Wechselrad Kaliber 3235-260,60.0,EUR,Neu (Sonstige),Privat,2026-07-12,12. Jul 2026,1,4.99,0,1,,mefi0406 100% positiv (99),https://www.ebay.de/itm/333986386530,ebay_sold_p1.html
163328570355,O-Ring Bodendichtung für Rolex 29-325-10 Gasket Case Back 1675 5513 16750,4.0,EUR,Neu,Gewerblich,2026-07-12,12. Jul 2026,1,13.5,0,0,"Sofort-Kaufen +EUR 13,50 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","sabaec 99,9% positiv (22.965)",https://www.ebay.de/itm/163328570355,ebay_sold_p1.html
184961577532,"Eta Valjoux 7750 7751 7753 7754 Zugfeder, Hauptfeder",18.0,EUR,Neu (Sonstige),Gewerblich,2026-07-12,12. Jul 2026,1,13.0,0,0,"Sofort-Kaufen +EUR 13,00 Lieferung  Italien Letzter Artikel Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","watchparts-italy 99,5% positiv (3.454)",https://www.ebay.de/itm/184961577532,ebay_sold_p1.html
377335427046,"ROLEX PEPSI BASEL ORIGINAL, GMT 16710 oder 16700",450.0,EUR,Neu (Sonstige),Privat,2026-07-12,12. Jul 2026,1,15.0,0,1,"Preisvorschlag akzeptiert +EUR 15,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",eleobagl0 100% positiv (7),https://www.ebay.de/itm/377335427046,ebay_sold_p1.html
267429862530,Rolex Uhrenteile 4130-120 Unruhbrücke Teil 120 Original,201.1,EUR,Gebraucht,Gewerblich,2026-02-11,11. Feb 2026,1,5.17,0,0,"Sofort-Kaufen +EUR 5,17 Lieferung  Indien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",luxurylegend 100% positiv (876),https://www.ebay.de/itm/267429862530,ebay_sold_p1.html
267429863294,Rolex 4160-140 Upper Automatic Device Bridge Part 140 Yacht Master II 4161-140,42.45,EUR,Gebraucht,Gewerblich,2026-01-08,8. Jan 2026,1,20.53,0,0,"Sofort-Kaufen +EUR 20,53 Lieferung  Indien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",luxurylegend 100% positiv (876),https://www.ebay.de/itm/267429863294,ebay_sold_p1.html
267429862969,Original Rolex Daytona 4130-140 Upper Automatic Device Bridge Part 140,63.97,EUR,Gebraucht,Gewerblich,2026-02-10,10. Feb 2026,1,20.53,0,0,"Sofort-Kaufen +EUR 20,53 Lieferung  Indien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",luxurylegend 100% positiv (876),https://www.ebay.de/itm/267429862969,ebay_sold_p1.html
358525428936,Rolex GMT Master 16700/16750/16760/16710 Black Tritium Dial/Zifferblatt,799.0,EUR,Gebraucht,Gewerblich,2026-07-12,12. Jul 2026,1,19.0,0,1,,luxewatchesgermany 100% positiv (92),https://www.ebay.de/itm/358525428936,ebay_sold_p1.html
267700925630,Rolex Air King 5500 Papagei Duck Zifferblatt Zifferblatt,180.0,EUR,Neu (Sonstige),Privat,2026-07-12,12. Jul 2026,1,15.0,0,1,"Preisvorschlag akzeptiert +EUR 15,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",giacoromel 100% positiv (76),https://www.ebay.de/itm/267700925630,ebay_sold_p1.html
406511543504,#1758 ROLEX DIVER EXTENSION GLIED LINK OYSTER SUBMARINER 16610 SEADWELLER 16600,79.99,EUR,Gebraucht,Gewerblich,2026-07-12,12. Jul 2026,1,6.95,0,0,,state_of_time 100% positiv (3.802),https://www.ebay.de/itm/406511543504,ebay_sold_p1.html
178127784535,Gehäuseöffner Für Rolex Uhren Uhrmacherwerkzeug Sets Für Gerillte Gehäuseböden,13.99,EUR,Neu,Gewerblich,2026-07-12,12. Jul 2026,1,0.0,1,0,,eBay Top-Service,https://www.ebay.de/itm/178127784535,ebay_sold_p1.html
336603596013,Rolex Karte Garantie leer. Leere Karte anpassbar mit Ihren Informationen.,200.0,EUR,Neu,Privat,2026-07-12,12. Jul 2026,1,5.0,0,1,"oder Preisvorschlag +EUR 5,00 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","manille0313 92,3% positiv (70)",https://www.ebay.de/itm/336603596013,ebay_sold_p1.html
117128976390,Original Rolex Ersatzteil Lünette / Keramik Einsatz für GMT Master 2,890.0,EUR,Gebraucht,Privat,2026-07-12,12. Jul 2026,1,10.49,0,1,,mamcoom 100% positiv (2.114),https://www.ebay.de/itm/117128976390,ebay_sold_p1.html
205097870008,Rolex 16570 16550 Stahl Top Zustand Lünetteneinsatz Explorer 2,349.0,EUR,Gebraucht,Gewerblich,2026-01-12,12. Jan 2026,1,29.0,0,1,"oder Preisvorschlag +EUR 29,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",watchmydial 100% positiv (460),https://www.ebay.de/itm/205097870008,ebay_sold_p1.html
